text,label
"""Godzilla vs King Ghidorah"" is a perfect example how a great idea can be ruined by pathetic topics like pseudo-patriotism. Here, travellers from the future try to ruin Japan, replacing the local hero Godzilla with their puppy monster, the three-headed golden dragon King Ghidorah. They fail, however and in the end Godzilla fights Ghidorah. The battles between the two behemoths are very cool, but the plot of the movie is full with holes and the all thing about ""Japan is great"" is really stupid. The creators of this movie didn't even threat with respect the enemies of Japan, making them stupid big blond guys, who are easily outsmarted by the clever Japanese. The good thing is that in the end Godzilla and king Ghidorah nearly destroyed the both Japan and it's ridiculous enemies in one (actually two) spectacular combats. But till this battle royale, the film was really dull and pathetic.",0
"This is surprisingly above average slasher, that's enjoyable and well made, with some decent gore!. All the characters are decent, and the story is quite fun, plus Molly Ringwald played the annoying bitch extremely well. I bought this at a pawn shop for a 1$, and it was surprisingly worth it, and the special effects were pretty damn good for the budget, plus I loved the mask the killer wore as it was actually somewhat creepy. The finale was really cool, as I loved how they defeated the killer, and the ending while predictable was very amusing as well, plus all the characters except for Ringwald were surprisingly pretty likable!. It's decently made and written, and I thought it was quite creative and original at times as well, plus some of the death scenes were very impressive. This killer didn't mess around, and I loved it, and Slasher fans(like myself) should really enjoy this film, plus The opening was really wicked too, with them filming the movie!. This is a surprisingly above average slasher, that's enjoyable,and well made, with some decent gore, and I say it's well worth the watch!. The Direction is good. Kimble Rendall does a good! job here with solid camera work, using a creepy setting, good angles and keeping the film at a fast moving pace. The acting is solid!. Molly Ringwald plays the bitch extremely well,and I had troubles feeling sorry for her, after all she was supposed to be the heroine, she turned out better towards the end, but not by much, I'm surprised she decided to do this film, nonetheless she did an excellent job!. Frank Roberts is fantastic as the killer, he is menacing, creepy and had one hell of a mask, and this guy didn't mess around, he was fantastic!. Kylie Minogue plays a bitch very well in her small role. Jessica Napier is cute and does fine as the other heroine. Rest of the cast are fine. Overall well worth the watch!. *** out of 5",1
"The one sheets and newspaper campaign suggested (as often they did) a far more lurid and violent piece than showed up on the drive-in screens. Claude Brook is actually an Americanization of Claudio Brook, who worked in films for years. This one's quite hard to find anymore; I'd love to see it again to compare it to other international horrors of the day, but don't remember particularly impressed way back when. Chances are it was a chopped up version that made it to U.S. theatres and video. But oh, that one sheet...still a gem of my later horror collection.",0
"This agonizing comedy-drama got surprisingly sterling reviews upon its release in 1979. I remember opening the movie-section of the L.A. Times and looking at a 2-page advertisement for ""Chapter Two"" filled with glowing captions like: ""Better than 'The Goodbye Girl'!"" and ""Neil Simon does it again!"" What does Neil Simon do? He takes an autobiographical situation (remarrying too soon after the death of a beloved spouse) and makes it rusty, unpleasant and--worst of all--unfunny. James Caan plays Neil--er..that is, George--a writer who can't seem to get back into life after losing his wife; enter spirited Marsha Mason (real-life Mrs. Simon...soon to be ex-Mrs. Simon) who attempts to love George despite his moods and general melancholy. Mason is very appealing here and might've saved the day were it not for Caan's indifference (not to mention a sub-plot concerning painfully-thin, blonde Valerie Harper which brings the proceedings to a screeching halt). I liked Mason's outburst at the end (""I am wonderful! I am NUTS about me!""), but I saw no happy ending for these two people...and time proved me right. ** from ****",0
"First of all, I firmly believe that Norwegian movies are continually getting better. From the tedious emotional films of the 70's and 80's, movies from this place actually started to contain a bit of humour. Imagine.. Actual comedies were made! Movies were actually starting to get entertaining and funny, as opposed to long, dark, depressing and boring.<br /><br />During the 90's and 00's several really great movies were made by a 'new generation' of filmmakers. Movie after movie were praised by critics and played loads of money. It became the norm!<br /><br />Then came United...<br /><br />*MINOR SPOILERS* It's just simply not funny. Not once. Not ever. But the thing is... We THINK its funny. Because we're used to norwegian movies to be funny. Especially with a cast like this with a few really funny comedians. But.. They neither say nor do anything funny! Where's the humor? Show me the humor! Is it the awkward clerk played by Harald Eia? Is it the overacting totally ridiculously unrealistic football coach? Is it the commentaries by Arne Scheie? The movie is just not funny!<br /><br />But thats not my main rant about United. That namely is the predictability. (And it is here I fear that norwegian comedies have come to a standstill since I have seen this in many other movies as well.) All the time you just know its going to end well. All characters are exactly as they are presented in the start of the movie, and everybody gets exactly what they deserve in the end. There's absolutely no room for surprises at all!<br /><br />All in all I can say that I sat with a bad feeling after seeing this movie. It was the one movie that made me realize that we probably need some new blood in norwegian movie making... again!<br /><br />Rating: 1/6",0
"Let me begin by saying I am a big fantasy fan. However, this film is not for me. Many far-fetched arguments are trying to support this film's claim that dragons possibly ever existed. The film mentions connections in different stories from different countries, but fails to investigate them more thoroughly, which could have given the film some credibility. The film uses (nice!) CGI to tell us a narrated fantasy story on a young dragon's life. This is combined with popular-TV-show-CSI-style flash-forwards to make it look like something scientific, which it is definitely not. In many cases the arguments/clues are far-fetched. In some cases, clues used to show dragons possibly existed, or flew, or spit fire are simply invalid. To see this just makes me get cramp in my toes. Even a fantasy film needs some degree of reality in it, but this one just doesn't have it. Bottom line: it's a pretentious fantasy-CSI documentary, not worth watching.",0
"I haven't seen BSG, I tried to watch it once in the middle of the show but couldn't get into it. However, I saw Caprica Rebirth yesterday I felt a little lost, so I decided to watch the Pilot today and I must say I was pleasantly surprised. I think this is a promising show and the only side effect it had on me is that now I want to watch BSG as well.<br /><br />But what I really liked is that I didn't have to be a hardcore BSG fan to understand what's going on in Caprica. From what I have read in the net, they were trying to reach the female population since BSG reached way more men, and at least in my case it worked.<br /><br />However, I suggest that if you are trying to watch the show do it from the beginning starting with the Pilot.",1
"Not only does this film have one of the great movie titles, it sports the third teaming of 70s child actors Ike Eissenman and Kim Richards. I seem to remember this film being broadcast Halloween week back in '78 going against Linda Blair in Stranger in our House. I missed it on the first run choosing to see the other film. Later, on repeat, I saw I made the right choice. The movie is not really bad, but, really lacks any chills or surprises. Although, I did like the scene where Richard Crenna shoots the family dog to no avail.",1
"I've watched it plenty of times and I'm planning on buying the full feature. I love all of Jason Steele's comedy. It's very different and unique and is very enjoyable. I love indie films and this one is just great. The plot is strange but very funny. This short film is about a talking Spatula named Edward. The order of the events are a bit jumbled, making this film very interesting to watch. At first you see Edward fighting the spoons, but then the focus changes to earlier in his life. This is a silly movie, but of course, it's still great. I highly recommend that you watch this film at www.spatulamadness.com or www.filmcow.com. It's very funny. The humour may not match everybody's taste but watch anyway. It'll only take 16 minutes of your time, and it's free. GO WATCH SPATULA MADNESS!",1
"That's the sound of Stan and Ollie spinning in their graves.<br /><br />I won't bother listing the fundamental flaws of this movie as they're so obvious they go without saying. Small things, like this being ""The All New Adventures of Laurel and Hardy"" despite the stars being dead for over thirty years when it was made. Little things like that. <br /><br />A bad idea would be to have actors playing buffoons whom just happen to be called Laurel and Hardy. As bad as that is, it might have worked. For a really bad idea, try casting two actors to impersonate the duo. Okay, they might claim to be nephews, but the end result is the same.<br /><br />Bronson Pinchot can be funny. Okay, forget his wacky foreigner ""Cousin Larry"" schtick in Perfect Strangers, and look at him in True Romance. Here though, he stinks. It's probably not all his fault, and, like the director and the support cast - all of who are better than the material - he was probably just desperate for money. There are those who claim Americans find it difficult to master an effective English accent. This cause is not helped here by Pinchot. What is Stan? Welsh? Iranian? Pakistani? Only in Stan's trademark yelp does he come close, though as the yelp is overdone to the point of tedium that's nothing to write home about. Gailard Sartain does slightly better as Ollie, though it's like saying what's worse - stepping in dog dirt or a kick in the knackers? <br /><br />Remember the originals with their split-second timing, intuitive teamwork and innate loveability? Well that's absent altogether, replaced with two stupid old men and jokes so mistimed you could park a bus through the gaps. Whereas the originals had plots that could be summed up in a couple of panels, this one has some long-winded Mummy hokum (and what a lousy title!) that's mixed in with the boys' fraternity scenario. I can't claim to have seen every single one of Laurel and Hardy's 108 movies, but I think it's a safe bet that even their nadir was leagues ahead of this.<br /><br />Maybe the major problem is that the originals were sort-of playing themselves, or at least using their own accents. It at least felt natural and unforced, as opposed to the contrived caricatures Pinchot and Sartain are given. And since when did Stan do malapropisms, and so many at that? ""I was gonna give you a standing cremation""; ""I would like to marinate my friend."" Stop it! <br /><br />Only notable moment is a reference to Bozo the Clown, the cartoon character who shared Larry Harmon's L & H comic. Harmon of course bought the name copyright (how disconcerting to see a ® after Laurel and Hardy) and was co-director and producer of this travesty. <br /><br />Questions abound. Would Stan and Ollie do fart gags if they were alive today? Would they glass mummies with broken bottles? Have Stan being smacked in the genitals with a spear and end on a big CGI-finale? Let's hope not.<br /><br />I did laugh once, but I think that was just in disbelief at how terrible it all is. Why was this film made in the first place? Who did the makers think would like it? Possibly the worst movie I've ever seen, an absolute abhorrence I grew sick of watching after just the first five minutes. About as much fun as having your head trapped in a vice while a red-hot poker and stinging nettles are forcibly inserted up your back passage.",0
"I watched this on a whim because it was available and I'd heard the Thumb movies were funny. This one was not. The majority of the jokes were based around ""Geranium's"" physique and, in turn, Kate Winslet's. I think it's really pathetic of the the ""Thumbtanic"" creators to stoop so low to make jabs at a respected actress just because she (heaven forbid) doesn't starve herself into the model of ideal modern beauty.<br /><br />My favorite part was the line that goes something like, ""Hey, I have a great idea! Let's swim over to this makeshift raft that no one else seems to see!"" Thirty seconds of amusement out of a 26 minute movie does not redeem its value.",0
"I just viewed Detention last night and i liked what i saw. It was a cool fun movie.Dolph looked superbly cool on the Bike.He also looked good in this movie as compared to his other recent movies.He is now in a pretty good shape.The story was ok and the other actors were also passable.I wouldn't call this movie his best but its still a good movie.<br /><br />But it also had its share of Problems. The first one was the way bullets were flying everywhere and even when they were being fired at point blank range they missed the target.They should've had shown the ppl escaping the bullets in a better way. Another problem which i had was the way the students were swearing. I dont know in which school the students can swear in front of their teacher and even in the classroom. The third problem was that the bad guys were very few in numbers. There should've been more bad guys. Last problem was definately the fact that the set looked cheesy , but that was due to the small budget. Overall the movie was a good Movie.I enjoyed it.I would recommend others to watch it. P.S. Now u r a DEAD beat cop. (Some One-liners were also cool)<br /><br />",1
"A few weeks ago, I read the classic George Orwell novel, 1984. I was fascinated with it and thought it was one of the best books I've read recently. So when I rented the DVD, I was intrigued to see how this adaptation measured up. Unfortunately, the movie didn't even come close to creating the ambiance or developing the characters that Orwell so masterfully did in his book. The director seems to think that everyone watching the movie has read the book, because he makes no attempt to demonstrate WHY the characters act and feel the way they do. John Hurt, the main actor, is droll the entire way through, and hardly does any acting until the end. We never really find out what he does for a living, or why his love affair is forbidden, or what the political climate is and why the main character desires rebellion. This book cannot be done justice in movie form without proper narration and explanation of the political system oppressing the characters, and the fact that those are missing is the greatest shortcoming of this film. Besides that, John Hurt was a terrible casting choice, looking about 15 years older than the 39 year old Winston he was supposed to be portraying. On a more positive note, however, the rest of the cast was well chosen. It's just too bad they were put in such a horribly adapted film with the wrong lead actor. -Brian O.",0
"A major moneymaker for RKO Radio, Bombardier stars Pat O'Brien and Randolph Scott as trainers at a school for bomber pilots. O'Brien and Scott argue over teaching methods, while their students vie for the affections of Anne Shirley. O'Brien's methods prove sound during a bombing raid over Tokyo. Scott and his crew are captured and tortured by the Japanese, but the mortally wounded Scott manages to set fire to a gas truck, providing a perfect target for his fellow bombardiers. Stylistically, Bombardier is one of the most schizophrenic of war films, with moments of subtle poignancy (the death of trainee Eddie Albert) alternating with scenes of ludicrous ""Yellow Peril"" melodrama (the Japanese literally hiss through their teeth as they torture the helpless Americans). Though it can't help but seem dated today, Bombardier remains an entertaining propaganda effort (the film is sometimes erroneously listed as the debut of Robert Ryan, who'd actually been appearing before the cameras since 1940.<br /><br />Anyone interested in obtaining a copy of this film, please contact me at: iamaseal2@yahoo.com",1
"I really enjoyed the first half hour of this movie but, wow, did it turn corny, or should I say, ""just plain stupid."" This is just another example of outdated humor. It might have been funny in 1940, but not now....not even close.<br /><br />Dick Powell is always interesting to watch. I especially liked him once he started switching from his boyish looks and high voice of the Busby Berkeley musicals to where he's mature and sounds it, too.<br /><br />He was fine as ""Jimmy MacDonald,"" but the rest of the cast just played stupid characters, the worst being the boss (Raymond Walburn) of the Maxford House Coffee Company, who did nothing but shout all the time. He was brutal to hear and was a big detriment to the movie.",0
"I just can't agree with the above comment - there's lots of interesting and indeed amazing filmic imagery in this one, it has an unusual structure and moves well toward a frightening climactic sequence that is notable for it's effective use of silence. What's more, it explores the odd impulse of suicide in a very frank way, not pulling any punches in what it shows, yet not dwelling and over-sensationalising the subject matter. it has hints of documentary about it as well as horror and art-house cinema, and deserves a place amongst the canon of 'different' horror films like The Blair Witch Project and the original Ring (both of which it predates and could well be an unacknowledged influence on). It's definitely worth seeing if you're interested in the edges of horror cinema.",1
photography was too jumpy to follow. dark scenes hard to see.<br /><br />Had good story line too bad it got lost somewhere. Too noisy for what was really happening Bottom line is it's a baddddd movie,0
"I loved the Batman tv series and was really looking forward to this. But they tried to do too much.<br /><br />Why they had the story of Adam West and Burt Ward trying to recover the batmobile was beyond me. I don't want to knock Burt or Adam for the way they look now.....It's been 35 years since they appeared at Batman and Robin, but to see them dressed in dress suits and fighting 'badguys' was kinda sad. I would rather of just seen the ex-stars do commentary. The batmobile side story was stupid.<br /><br />As for the flashback movie, I think it was too short and left out way too much. It was really just a quick overview in my opinion. I'd like more background. They showed the Penguin and Joker for about a minute each just to tell the same stuff I already knew. The Joker had a mustache under his makeup and the penguin had to smoke even though he hated it and was an ex-smoker. That was it on those 2.<br /><br />I'd love to read the book. I am sure it has more in it that this showed. Like why was there 2 Riddlers or why 3 Catwoman's or 3 Mister Freezes. Where was Commishioner Gordon, Cheif OHara, Alfred, Mister Freeze, King Tut, etc. the List goes on. Like I said even the ones that were in this one were barely in it.<br /><br />Very disappointing. And really corny.",0
"THE GIRL FROM MISSOURI arrives in New York City knowing exactly what she wants: to amount to something solid by marrying a millionaire - without losing her virginity. With her knockout good looks she quickly catches the eye of the playboy son of a tycoon, but by staying true to her virtue will she also discover true love?<br /><br />Jean Harlow sizzles in this excellent little comedy. With her platinum hair & gorgeous accouterments, she is a dazzler. But her beauty should not obscure the fact that she was also a very good actress. She has rightfully earned her spot at the very top of the Hollywood pantheon.<br /><br />An excellent cast gives Harlow fine support: Lionel Barrymore as the wily old tycoon, wise to Harlow's ways; handsome Franchot Tone as his son, smitten with love; raucous Patsy Kelly, stealing her scenes as Harlow's sidekick; debonair Alan Mowbray, as a well-mannered English Lord; elderly Clara Blandick as Barrymore's feisty secretary; hearty Hale Hamilton as a rich man with an eye for the ladies; muscular Nat Pendleton as a lifeguard who catches Kelly's flirtatious eye; and Lewis Stone, unforgettable in a small role as a bankrupted businessman.<br /><br />It should be noted that this film was produced soon after Hollywood's Production Code was instituted. A comparison with RED-HEADED WOMAN, made two years earlier, would be fascinating - in which Harlow's character goes after the same ends, but uses very different means.",1
"This is bar none the most hilarious movie I have ever seen. Beginning with the four delinquents being sent off by their fathers to Wienberg Military Academy, a tone is set that steadily continues all throughout this goofball film, and it does not let up for a second.<br /><br />It's tough trying to describe this film; the humor elements are so spot on and brilliantly concieved that upon a first look it appears as nothing more than a stupid 80's teen lust comedy. But it is oh so much more than that! Fresh from the minds of those folks over at MAD Magazine, Up the Academy serves up a formula and style that I have never since seen duplicated by ANY of the ""funniest"" offerings to come out of Hollywood in years past. Basically the film is so full of infantile cornball material that you might guess that the writers were a couple of 14 year olds themselves. See this movie if you love to act ""immature."" A classic. *****",1
"The original ""les visiteurs"" was original, hilarious, interesting, balanced and near perfect. LV2 must be a candidate for ""Worst first sequel to a really good film"". In LV2 everyone keeps shouting, when a gag doesn't work first it's repeated another 5 times with some vague hope that it will eventually become funny. LV2 is a horrible parody of LV1, except of course that a parody should be inventive. If you loved LV1 just don't see this film, just see LV1 again!!",0
"I usually like comedy movies. I really enjoy them. But I don't really get the point of ""Envy"". I mean, it has a dull content/topic, and it's not really funny.<br /><br />Although the acting is generally good, it's not enough for the movie to get at least a bit interesting. Stiller and Black don't show all their talent in this movie.<br /><br />So, if you're about to rent a comedy, I suggest you definitely don't go for this one. Unless you want to get bored, and I can see I'm not the only one with this opinion, because even Jack Black apologized for it (take a look at Trivia).",0
"When I saw this movie I heard all the hype, and I heard how people said that Denzel deserved the Oscar alongside his Golden Globe and I believed he must have done an outstanding job considering Kevin Spacey was excellent. I was wrong. I realize that people say this not to anger the African American community (if they are not African Americans themselves). I always hear complaints on how African Americans are never nominated and how they should have won. Sometimes this is true (not as much nowadays) because Whoppi Goldberg should have won best actress for The Color Purple and the movie should have won best picture. The only reason this movie was so blown up the way it was, is because people see a movie about the (*SEMI-SPOILER*) hardships of an African American during a very racist time period and they automatically label it as a masterpiece.<br /><br />Denzel Washington is an outstanding actor, but his role in this movie did not affect me whatsoever. I was bored with him in the movie, and his acting here was quite similar to his role in Malcolm X but not as good. The audience is supposed to leave believing this man, Rubin Carter, is a saint. People left the movies worshipping this man, this hero, and they went out and bought his book, making this hero of a man rich.<br /><br />*SPOILERS* This movie tells the tale of a man who spent the majority of his life in prison mainly for crimes he did not commit. Of course the crimes he did commit (stealing mostly) was only to survive, nothing more. People felt sorry for him, even though the drug dealers and thieves probably amounted to as much for the same reasons but are looked down upon in society. Everything in this movie tries to portray this man as a saint (except for the obvious infidelity he had towards his wife and the aggression he showed the other man when he met his wife) but why wouldn't it-after all, it is his point of view. I do not like movies (especially Hollywood interpretations) that are based on ""true"" stories because they usually distort the ""true"" parts into something else, something not so true. This was his point of view and a Hollywood construction, yet everyone believed it was the truth unquestionably. Well I researched his past a bit before making any assumptions, and he was a very violent man. Not only that, there is still a possibility that he did murder those people. If you do not believe me, search for him on the internet, and read the articles some people have of him. The boxing match he claimed to have won so easily, was actually won by his opponent Joey Giardello and there are tapes to prove it. Besides that, there are many twisted and purposely left out facts in this movie. The supporting cast were the nicest people I have ever seen on the face of the Earth and their ""nice and perfect"" persona looked difficult to keep up.<br /><br />This movie was a Hollywood version of yet another unfortunate true story that is still left to be told truthfully. Denzel's acting is stale, and the supporting cast's Mickey Mouse attitudes are annoying. The movie also begins very slow paced and is boring.",0
"If you are tired of films trying too hard to be fairy tales (the ""Pretty Woman"" variety love story), here is a beautiful film in which a Japanese businessman is pulled free from his robotic, dispassionate life when he falls in love...with dancing. Wonderfully drawn characters bring to life a story that is at once deeply funny and poignantly moving.",1
"Okay, during this past thanksgiving break, whilst having the whole family together everybody decided to go see a movie, and since Fred clause was voted majority, thats what we went and say. <br /><br />To start off the movie had so many plot holes it was pathetic. Simple explanations of why a certain event was happening was void. example; who the heck is trying to 'shut down' Santa clause? Is it some sort of corporation? A little explanation would of been lovely. <br /><br />Second: The movie tossed you flimsy characters that evoked no sympathy from you about their feelings or actions. example: the little elf named Willie and the only tall girl in the elf village. they see each other twice and then they are a couple and i could of cared less because this movie didn't make me care. <br /><br />Third: I suppose this was suppose to be a family film? Its rating was low at just PG. For a family film there were several articles of suggestive conversation. It didn't bother me, but if i were a parent i could see a problem. <br /><br />Through the whole movie Paul Giamatti looked extremely bored with his role, but honestly he was the only one worth watching in the movie. Vaughn had a few funny moments but played the same character he has for the last two movies. mouthy frat boy. (nothing against Vaughn, he's been good in other movies)<br /><br />so this movie gets a 3 out of 10 stars from me, just because somebody had to put in the effort to produce, film and release this flick. <br /><br />In my opinion i would definitely pass on this flick, or if you HAVE to see it save it for a rainy day rental.",0
"for the most part, On Demand delivers some pretty horrible horror movies, and only offers other horror movies everyone has already seen, and already have an opinion on. It was either this, or Invinicible (I like Mark Wahlberg movies), which I haven't seen, and I was actually in a movie watching mood, which doesn't happen often anymore because I've already watched all the movies i own a million times, and that's a lot of movies, and I don't have much interest in new movies, and boy, this movie made me regret it. I'm not going to put in any spoilers, I'm just going to tell you that only a FEW of the very FEW actors in this movie ,are half way decent. I think the main girl, the dead one who kills everyone, is very annoying looking, but convincing; I'd take her for psycho bitch anyday, so she fits her roll well, though it is lame. The blood isn't that great, only a few of the kills, or may I say ""woundings"" are alright, but you don't see much and there are no body part props in the movie to make the injuries look more convincing. Towards the end of the movie I was begging my girlfriend to turn it off, and being a band member, the 'recording' parts weren't very interesting either, though what happened would truly happen when going about recording. I'm done, if you want to watch this, suit yourself.",0
"""Panic"" is kind of a crime comedy-drama with William H. Macy, Donald Sutherland and Neve Campbell in the leading roles. Alex (played by Macy) is a guy who kills people for living. But for the moment he's facing a depression and that's why he is seeing a therapist. That's where he meets Sarah (Neve Campbell) and he falls in love with her. He's also facing another problem: he wants to quit the family business (the killings), but he doesn't now how to tell this to his father.<br /><br />What follows is the story of a guy during he's midlife-crisis, facing the regular problems: falling in love with a pretty young girl and everything that goes with that.<br /><br />Pretty good acting performances by the cast. Macy is excellent as the depressed Alex. I had high expectations for this one and it was a good movie but he doesn't completely deliver. The story was rather flat and cliché..<br /><br />7/10",1
"I have seen this movie more than several times, on TV. I ALWAYS watch it again...NEVER turning the channel. This movie is full of chilling surprises, and absolutely edge-of-your-seat suspenseful, without being overbearing or stupid. Helen Hunt's talent is magnificently shown in this movie! I recommend this movie to anyone!!!",1
"I enjoyed this film. It was lighthearted, delightful, and very colorful. You can see that MGM was showing off Technicolor. There are hardly any colors that do not appear in this film. Every scene is packed full. The choreography was great. Gene Kelly is a wonder. He is so talented. The dance numbers in this film are all perfectly executed, and perfectly designed. He understands that the dances can tell the story as much as anything else. The last section of the film, the grand dance sequence, is very impressive. What makes this film very special is Gershwin's music. Few American composers have had a better gift for melody. I very much enjoy Gershwin's music. It is enchanting. Ira Gershwin is definitely one of the greatest lyric writers. He is so witty and charming. This was a highly entertaining film.",1
"I watched this film without knowing anything about it whatsoever and found it similar thematically to Billy Elliott (2000). Both films are based around a troubled father/son relationship. In both films, the son does not want to follow his father down the mines and dreams of a better life away from their home town. Both sons face derision by their classmates and both have a strong female role model who teaches them.<br /><br />The major difference that I found between the films was that October Sky was an infinitely more interesting and touching film. Laura Dern puts in a moving performance and Chris Cooper plays the disapproving father very well as he went on to do in American Beauty (1999). Joe Johnston surprised me with his subtle directing, very different from his other directorial features such as Jumanji (1995) and Jurassic Park III (2001).<br /><br />",1
"I am a back Batman movie and TV fan. I loved the show (new and old) and I loved all the movies. But this movie is not as great as some people were hopeing it to be. In my opinon, it is a big let down. I think the problem was it had no drama. Batman: Mask Of The Phantasm and Batman Beyond: Return Of The Joker had a lot of drama. and Batman & Mr. Freeze: Sub Zero had some drama too. Also, I think this movie is to light for Batman. The only scene that seems a little dark is the big fight with Bane at the end. Anyways, it's an ok Batman movie. But I would just rent it.",0
"The first installment of this notorious horror series presents a woman being kidnapped by a gang of black-clad men who torture her for several days before finally killing her.She is beaten savagely,spun around in the chair endlessly,has her finger nails pulled,animal guts are thrown at her,hot boiling water is poured on her and finally her eyeball is punctured with a needle(really sick and nasty scene).The makers of this unforgettable torture show tried to make it as real as possible and for me this one is the closest thing to a snuff film you can get without committing murder on tape.Of course some of the special effects are rather poor but the idea of making a snuff is pretty gruesome.I have seen also ""Flowers of Flesh and Blood"" which is more gory and sadistic,but less disturbing.Anyway,this one is a must-see for horror fans!",1
"........and an extremely bad one at that!!! How long did this train-wreck last?? 14 episodes or something?? I can see why now.<br /><br />I bought the ""Serenity"" episode from Amazon Unboxed. It was my first purchase, so was free. That is the ONLY good thing about the experience (incident??)<br /><br />I won't comment really on the acting, since these were, I guess, fairly new people who hadn't really gotten the job down just right yet. At least I've never seen them before in any type of major show, theater or TV. If I did, then I have easily forgotten them.<br /><br />But the special effects were absolutely horrendous. True, this isn't exactly a multi-million $$ project, but the original Star Trek did better than this & that was THIRTY-FIVE YEARS ago. I especially got a laugh out of the bad guys (reapers or something like that) ship as it chased the hilarious looking Firefly, with smoke coming out of the engines looking something like a gigantic model rocket. I fully expected to eventually see the Wiley Coyote riding on top, while chasing after the Roadrunner. MODERN jet/rocket engines don't even do it that bad.<br /><br />And that wasn't even the worst of it. The wild-west type shoot-outs had me wondering if I was actually watching a sci-fi film or a Gene Autry one.<br /><br />Regardless of the hype, don't waste your time...I did...all 80-something minutes of the disaster called ""Firefly"".",0
"(SPOILERS IN THIS)<br /><br />""Rosenstraße"" is a movie about heroic women in German Nazi time. But it is way too long, it is not touching and sometimes even boring! There are too many clichés and not enough good acting.<br /><br />The storytelling (storyline) is bad. Like in James Cameron´s Titanic an old woman remembers events of her live. Good, now we´ve got a point of view. Than there is another woman introduced who does the same. Confusing is that they both are recalling events of lifes of other people! Come on! This is a lack of knowledge of basic story telling...How can Riemann know about the fate of the little girl´s mother and her interrogation for example?<br /><br />The scenes are shown in the wrong order and you rarely know when it took place. For example the scene when Riemann is proposing to Fabian. When did that happen? The scene looks like it is set in the Twenties...<br /><br />Riemann´s character is of course a talented pianist, well, she is even a Baroness! Wow. Her brother comes back from the Eastern Front, he has received a ""Ritterkreuz"" which he is showing in some scenes. So he is a war hero and still a fine man who preserved his conscience. And he gained knowledge of massacres committed by Germans. He even made some photographs! And so it goes, cliché after cliché is piling up and this is why the movie does not work.<br /><br />Basically von Trotta made a chick flick out of something what could have been a decent movie. And in the end it´s all very simple. Riemann finds a way to get Goebbels into bed and - ta da! - everyone is free. Which is not a historical fact but pure imagination despite the ""true story"" claim at the beginning. Like ""Sass"" it is vaguely BASED on a true event.<br /><br />It is sad but true, this IS the typical German movie these days. It is bad! Macaulay J. Connor<br /><br />",0
"Gundam Wing to me happens to be a good anime. A bit slow moving (especially around the middle of the series), but over all enjoyable. Now before anyone jumps on my case and calls me a ""winger"", I will admit that I have watched all of the original Gundam, Gundam 0080 and 0083, The 08th MS Team, and Gundam SEED.<br /><br />I will admit that there were a few problems with the story telling and a few characters may seem to be ""rip-offs"" (i.e. Zechs Marquise to the original Gundam's Char), but this is an alternate universe show based on the original series, as is SEED.<br /><br />If you wish to view this series make sure that you watch the original Gundam first, and then know that you are watching an AU series.",1
"I am not sure who is writing these<br /><br />glowing reviews for this movie but trust me it STKINKS. I have seen hundreds of horror films and slasher flicks and this one is LAME it is only about 80min long and believe me that is all I could take. Plot is terrible, acting is even worse. And there is no development at all.<br /><br />Even the David Cocteau films are better than this. RUN AWAY from JIGSAW . I expected to hate the acting, which can be forgiven in direct to video movies, if the plot is good.<br /><br />This had no scares, very little Gore,<br /><br />and a truly unattractive cast.<br /><br />I watched this with three other friends<br /><br />who I hope are still talking to me!<br /><br />They wanted me to fling the disc out the window. I can not believe anyone could have<br /><br />given this tripe a good review.",0
"I had to see this gem twice to really appreciate all of it. When a widowed father of two interrupts his two sons' sleep with a shocking revelation, they are torn between believing him and not. As the horrifying events of this tale unfold, we learn a lot about the father, about his two sons, and about their destinies. With shocking twist after shocking twist, this film never allows for a lull in the plot. Bill Paxton plays the father, but the most notable performances are that of his older son, Fenton, played by Matthew O'Leary and his younger son, Adam, played by Jeremy Sumpter. This is one of the best thrillers that I have seen in a while, and you will want to watch this a few times to appreciate every intricate aspect of the plot. I give this film a 9/10.",1
"With a tendency to repeat himself, Wenders has been a consistent disappointment ever since he hit it big with 'Paris Texas'.<br /><br />'Land of plenty' is no exception. Taking into the fact that I anticipated an average-mediocre film even before I went in, Wenders' ambitions seem to always get the better of him. It's taken for grated now his films are heavy-handed and bombastic.<br /><br />I weren't sure if I was watching a comedy that mocks Middle America or some thriller. The outcome of Diehl's character is wholly predicable. Wender's insistence on layering many many scenes with some rock song is also intensely annoying. He was covering up the holes in his script and direction by jazzing up the scenes.<br /><br />I am certain that many people will find this film important and resonant but in all honestly, this clumsy and didactic effort only speaks of poor direction.<br /><br />Interesting that Wenders professed that while making 'Paris Texas', he had great help from Sam Sheppard with the script. Yes, that was Wenders' best and he should understand now he needs a good scriptwriter. His films from the past 15 years+ were a total mess.",0
"Im watching it now on pink (Serbia TV station) and I must say this is a crap. Shallow, no acting, effects too sloppy I mean, who made this series?<br /><br />This was a stupid attempt of the Studios to make some more money on the success of the film. OK. The film was great in 1994 when it came out. But the series?<br /><br />Some times you can see how idiotic the lines are in the speech of the characters. I mean, did they actually pay someone to write that, was that someones relative at the Studio? This is no SciFi.<br /><br />The film was the bomb, the series suck.",0
